English,Bangla,Marma,label
Can I eat this?,আমি কি এটা খেতে পারি?,ঙা ইচা চা হোলঃ?,ntr
Come and see me now,এসো এবং এখন আমাকে দেখতে,ঙা ল্লে আ্গু ক্রিজং গো,ntr
See you next year,সামনের বছর দেখা হবে,লেমে ন্হক্ মা আ্তুই,ntr
No one was in the garden,বাগানে কেউ ছিল না,মা য়ইং ত্যক্পাং মিহিলিই,neg
Why are you so tired today?,তুমি আজ এত ক্লান্ত কেন?,নাং গ্নি আচাস্যা,neg
See you next year,সামনের বছর দেখা হবে,লেমে ক্যামে মা আ্তুই ন্হক্,ntr
His proposal was accepted in the meeting.,সভায় তার প্রস্তাব গৃহীত হয়,মিটিং য়াসু চ্গা ফ্ররে,pos
His smile was funny.,তার হাসি হাস্যকর ছিল,য়াসু হা্কচা রিখ্যং ফুওয়ে,pos
His smile was funny.,তার হাসি হাস্যকর ছিল,য়াসু রিখ্যং আ্মা হা্কচা ফুওয়ে,pos
Are we ready to go now?,আমরা কি এখন যেতে প্রস্তুত,ঙো আগো লা ন্হেং হো,pos
When can we meet next time?,পরের বার কখন দেখা করতে পারি?,নৌকা যখা খেং নহেং হোলে?,ntr
Did you make it yourself?,তুমি কি এটা নিজে বানিয়েছ?,কোমাকো ইচা নাং লোচা য়াং,ntr
You are a good teacher.,তুমি একজন ভালো শিক্ষক,নাং তউ ছ্রাসি,pos
I have no idea,আমার কোন ধারণা নাই,ঙা মি্সি ত্খোবাং,neg
Will you stay home?,তুমি কি বাড়িতে থাকবে,ইংমা নিং হো ল?,ntr
Please give me your hand.,দয়া করে আমাকে আপনার হাত দিন,পি আলাউগ তখ্যাগ কো,pos
Why were you late this morning?,তুমি আজ সকালে দেরি করলে কেন?,নাং লেটেলে? খরুইকা ক্রাব আস্যা গ্নি,ntr
This is my friend,এই আমার বন্ধু,ইচা আফাসা,pos
His eyes were on me.,তার দৃষ্টি আমার দিকে ছিল,আমা ঙাগো ক্রিরি য়াসু,ntr
Have you finished?,তুমি কি শেষ করেছ?,নাঃমা টুংব্যা,ntr
His wife is one of my friends.,তার স্ত্রী আমার বন্ধুদের একজন,ম্যা ঙা আফা্কসা,pos
I am saving money.,আমি টাকা সঞ্চয় করছি,ঙা তেংগা,ntr
She likes swimming.,তিনি সাঁতার কাটতে পছন্দ করেন,য়াঃসু র্গু আমা সায়ারেয়,pos
Did you see anyone there?,আপনি সেখানে কাউকে দেখেছেন?,কো য়াদেমা তয়্গম্সুগো ল? ম্রাংতে,ntr
This is my brother,এই আমার ভাই,ইচা আকোসে/ন্ঙ্যিং ঙা,ntr
Thanks for the compliment.,প্রশংসার জন্য ধন্যবাদ,ম্হ্রচা কিজু,pos
Thanks for your help,আপনার সাহায্যের জন্য ধন্যবাদ,কোউরে কোগো কিজু কিজুতাংবারে,pos
I don't understand,আমি বুঝতে পারছি না।,ঙা ম্নালে,ntr
I am sorry.,আমি দুঃখিত,ঙা খোয়ং হ্রুওয়ে,neg
Thanks for the compliment.,প্রশংসার জন্য ধন্যবাদ,কিজুটাংরে কিজু ম্হ্রচা,pos
His advice didn't help.,তার পরামর্শ সাহায্য করেনি,আলু প্রচা য়াসু ম্লুলি,neg
There is nothing wrong with him,তার সাথে কোন ভুল নেই,য়াসুলা ত্খুবাং ব আম্হা মিহি,pos
There was a sudden change in the weather,আবহাওয়ার হঠাৎ পরিবর্তন ছিল,পয়াংব লি প্পপাং মো হ্লিরি,ntr
When can we eat?,আমরা কখন খেতে পারি?,হুলে জা্খা চা ঙো,ntr
Are you crazy?,তুমি কি পাগল?,আরোউ নাং ল,neg
Have you ever seen a whale?,আপনি কি কখনও একটি তিমি দেখেছেন?,তিমি ম্রাং ব্যা ল?,ntr
Why didn't you come in?,তুমি ভিতরে আসো না কেন?,ম্ওয়ংলে? আথিদো আস্যা নাং,ntr
He praised him.,সে তাকে তারিফ করেছিল,য়াসু প্রবঃয়ে অ্কং ঠুসুগো,pos
I am not a doctor.,আমি একজন ডাক্তার নই,ঙা ম্হক ডা্কত,ntr
Close the door,দরজা বন্ধ করুন,তৈংখা ত্খ্যাক পুঁই মে,ntr
I am hungry.,আমি ক্ষুধার্ত,ঙা মইপঃ,ntr
I am looking for a job.,আমি একটি চাকরি খুঁজছি,ত্খূ ঙা অ্লূ হ্রারে,ntr
What is your destination?,আপনার গন্তব্য কি?,কো লারে আদো লে?,ntr
Where are you from?,তুমি কোথা থেকে আসছো,আ্চগা নাং লেটে লে?,ntr
I am looking for a room.,আমি একটি রুম খুঁজছি,ঙা ত্দ হ্রারে,ntr
I am fine.,আমি ভালো আছি,আকং হিরি,pos
When can we eat?,আমরা কখন খেতে পারি?,ঙো জা্খা হুলে,ntr
Have you ever seen a whale?,আপনি কি কখনও একটি তিমি দেখেছেন?,কো ম্রাং তিমি ব্যা ল?,ntr
See you next year,সামনের বছর দেখা হবে,লেমে ন্হক্ আ্তুই ক্যামে,ntr
Thanks for the compliment.,প্রশংসার জন্য ধন্যবাদ,ম্হ্রচা কিজু,pos
His advice didn't help.,তার পরামর্শ সাহায্য করেনি,আলু প্রচা য়াসু ম্লুলি,neg
I really miss you,আমি তোমাকে সত্যি মিস করছি,অ্কংকং নাক্ কো ঙা অউমিংরে,neg
Did you do it yourself?,আপনি কি নিজের থেকে এটা করেছেন?,কোমাকো ইচা কো প্যাং চা য়াং?,ntr
My father is in his room.,আমার বাবা তার রুমে আছেন,ঙো অফা/ নেংমা বাবা আফা/ হিরে,ntr
That's my book.,যে আমার বই,চা ঙা য়াচা ঊঃ,ntr
Can I eat this?,আমি কি এটা খেতে পারি?,হোলঃ? ইচা চা ন্হেং ঙা,ntr
Why were you so angry?,তুমি এত রেগে গেলে কেন?,নাং আস্যা মেং লে?,neg
I am very proud of my mother.,আমি আমার মাকে নিয়ে খুব গর্বিত,ঙা ঙো দ গো য়ুব আ্মা প্যরে,pos
