English,Bangla,Marma
His family is very big.,তার পরিবার অনেক বড়,ইংসা এরমা আগ্রি
She likes swimming.,তিনি সাঁতার কাটতে পছন্দ করেন,য়াঃসু র্গু খেহো আমা
I can do this.,আমি এই কাজ করতে পারি,ঙা অ্লুঃ লু ন্হেংরে
That's my book.,যে আমার বই,য়াচা চা ঙা ঊঃ
His opinion was not accepted.,তার মতামত গ্রহণ করা হয়নি,য়াসু ম্নাথংলি চ্গা
We should be very careful,আমাদের খুব সতর্ক হওয়া উচিত,ঙো আমা ফ্রোরাহু স্দি
I am taller than you.,আমি আপনার চাইতে লম্বা,ঙা কোস্থা
This story is true,এই গল্প সত্য,ইচা ওয়েঠু আ্কং
We can change,আমরা পরিবর্তন করতে পারি,ঙো ন্হেং রে
"If he comes, tell him to wait","যদি তিনি আসেন, তাকে অপেক্ষা করতে বলুন",য়াসু লেহো য়াসু গো চং ছু ল
Which is the shortest route?,সবচেয়ে কাছের পথ কোনটি?,লে? লেং যাচা আপা
Will you go for a walk?,তুমি কি বেড়াতে যাবে?,লাহো লিজং নাং ল
Why are you so tired today?,তুমি আজ এত ক্লান্ত কেন?,নাং গ্নি ন্গ্যবলে?
Do you need anything?,তোমার কোন কিছু দরকার?,নাক্ মা ম্সা লু হো ল?
This is my daughter,এই আমার মেয়ে,ইচা স্মিং ঙা
Did you take a shower?,তুমি কি গোসল করেছ?,য়াং? রি খ্যুব্যা নাং
You should sleep,তোমার তো ঘুমানো উচিত,নাং গা ওউই রাহো টেং ব্যা
We should be very careful,আমাদের খুব সতর্ক হওয়া উচিত,আমা ঙো স্দি ফ্রোরাহু
I am fine.,আমি ভালো আছি,আকং হিরি
Are you going?,তুমি কি যাচ্ছ?,লারেয় ব্যা ল
Come and see me now,এসো এবং এখন আমাকে দেখতে,ঙা আ্গু গো ক্রিজং ল্লে
I'm very busy this week,আমি এই সপ্তাহে খুব ব্যস্ত,ই ঙামা খাঃলে মা আ্মা আ্লু হীরে
Thank you for everything,সবকিছুর জন্য ধন্যবাদ,আ্কুংজুং কিজু
It was a very big room,এটি একটি খুব বড় রুম ছিল,য়াচা আ্সেং ত এর্মা হিলিরে
Why are you so tired today?,তুমি আজ এত ক্লান্ত কেন?,নাং গ্নি ন্গ্যবলে?
Will you stop talking?,তুমি কি কথা বলা বন্ধ করবে?,নাং ইংচা প্রহো ল
Why were you late this morning?,তুমি আজ সকালে দেরি করলে কেন?,নাং গ্নি খরুইকা লেটেলে? আস্যা ক্রাব
Have a nice time.,একটি সুন্দর সময় আছে,আখ্যিং আহ্লা ট্খু্ক হিরে
My mother is always at home,আমার মা সবসময় বাড়িতে থাকে,ঙো ইংমা খ্যাংখাফ্র দদ/অ্ম্মি/অ্দঃ নিংড়ে
He praised him.,সে তাকে তারিফ করেছিল,অ্কং ঠুসুগো য়াসু প্রবঃয়ে
The dog is dead,কুকুরটি মারা গেছে,সিই খুই য়া ফাব্যা
This is my book,এটা আমার বই,ইচা ঙা ঊঃ চা
I am going to study.,আমি পড়াশোনা করতে যাচ্ছি,ঙা চা ফেচং
Did you do your homework?,আপনি কি আপনার বাড়ির কাজ করেছেন?,কো কোরো ইং লুটেয়াং
Can you tell me?,আপনি কি আমাকে বলতে পারেন?,কো ঙা গো ফ্র ল? ন্হেংরেয়
That's my son.,যে আমার ছেলে,ঙা য়াচা সাঃ
I can't see anything,আমি কিছুই দেখতে পাচ্ছি না,ঙা ত্খু্বাং
His opinion was not accepted.,তার মতামত গ্রহণ করা হয়নি,য়াসু চ্গা
When do you study?,আপনি কখন পড়াশোনা করেন?,কো জ্খা লে ফেটে চা
His advice didn't help.,তার পরামর্শ সাহায্য করেনি,য়াসু প্রচা ম্লুলি আলু
Where does it hurt?,এটা কোথায় ব্যাথা করে?,জা মা আড়া নাড়ে লে?
I am very sorry.,আমি খুবই দুঃখিত,ঙা গা খোয়ং
This river is beautiful,এই নদী সুন্দর,ই খ্যং
See you next week,পরের সপ্তাহে দেখা হবে,লেমি ক্যামে মা আ্তুই খালেয়
Which is your favorite team?,আপনার প্রিয় দল কোনটি?,নাগ ব্রা্গলে? আসু সায়াচা
I am a student.,আমি একজন ছাত্র,ত্য চা ফেসা
I am a vegetarian.,আমি একজন নিরামিষভোজী,হাংম্রু ঙা মাচা
What is your destination?,আপনার গন্তব্য কি?,কো আদো লে? লারে
