English,Bangla,Marma,label
They praise each other,তারা একে অপরের প্রশংসা করে,ইয়াস্রু ত্যক আকং প্রগেতে,pos
They stopped talking,তাদের কথা বলা বন্ধ,য়াসু মা চ্গা তুংব্যা,neg
You are so beautiful,আপনি খুব সুন্দর,কো কগং,pos
I don't agree with you,আমি আপনার সাথে একমত নই,লা ম্হক্ ঙা চ্গা ত্খৈং কো,neg
Where does it hurt?,এটা কোথায় ব্যাথা করে?,জা আড়া মা,neg
Will you go for a walk?,তুমি কি বেড়াতে যাবে?,ল লিজং লাহো নাং,ntr
No one was in the garden,বাগানে কেউ ছিল না,য়ইং মিহিলিই,neg
Thanks for the compliment.,প্রশংসার জন্য ধন্যবাদ,ম্হ্রচা কিজু,pos
Where do you have pain?,তোমার কোথায় ব্যথা আছে?,মা নাগ আডে,neg
It's a good decision.,এটা একটা ভাল সিদ্ধান্ত,ইচা আ্কং ত্খোঃ আ্ত্যগ্,pos
His advice didn't help.,তার পরামর্শ সাহায্য করেনি,য়াসু প্রচা,neg
"If it rains, we will get wet","যদি বৃষ্টি হয়, আমরা ভিজে যাব",মু রু্ওয়ারে ঙো মু চু্ওয়েকেহো ব্যা,ntr
I hate you.,আমি আপনাকে ঘৃণা করি,ঙা মুংরে কোগো,neg
Can you feel me?,তুমি কি আমাকে অনুভব করছো?,য়াং? ঙাগো তুইরে নাং,ntr
His house is very tall.,তার বাড়ি অনেক লম্বা,য়াসু এরমা আহ্রি,ntr
Have a nice day!,একটি ভালো দিন কাটুক!,ত্রা্ক চি নিং বে আহ্লাপা,pos
My wife is a doctor.,আমার স্ত্রী একজন ডাক্তার,ঙা ছিক্রিসামা/ডাওঃতমা ম্যা,ntr
You're so smart,আপনি খুব স্মার্ট,কো পইংঞাস্যাং আ্মা,pos
I don't agree with you,আমি আপনার সাথে একমত নই,লা কো ঙা ত্খৈং চ্গা ম্হক্,neg
Please give me your hand.,দয়া করে আমাকে আপনার হাত দিন,পি আলাউগ তখ্যাগ কো,pos
She got angry.,সে রেগে গেল,মেং তাউব্যা য়াসু,neg
I don't like it,আমি এটা পছন্দ করি না,মা্সায়া ঙা ইচা,neg
Where does it hurt?,এটা কোথায় ব্যাথা করে?,জা আড়া মা লে?,neg
What was the word for?,শব্দটা কিসের ছিল?,য়াচা আ্চা আ্সেং,ntr
I am going to study.,আমি পড়াশোনা করতে যাচ্ছি,ঙা চা লারেয় ফেচং,ntr
It really takes time.,এটা সত্যিই সময় লাগে,লুরেয় অ্কংকং আখ্যিং ইচা,ntr
It was so noisy.,এটা তাই কোলাহলপূর্ণ ছিল,ইচা য়জং কিজু হি্লিরে ক্যক্যছাব,neg
Can she run fast?,সে দ্রুত দৌড়াতে পারে,নহেং অম্ ব্রি য়াসু রেয়,ntr
I am very sorry.,আমি খুবই দুঃখিত,গা ঙা হ্রুওয়ে,neg
They are both good teachers,তারা দুজনেই ভালো শিক্ষক,অকং নহইয়ক চুং ইয়াস্রু চাখ্যা ছ্ড়া,pos
How can I help you?,আমি কীভাবে তোমাকে সাহায্য করতে পারি?,নাকো মজং প্যাংবো কুনহেং হোলে?,pos
Why are you so tired today?,তুমি আজ এত ক্লান্ত কেন?,নাং গ্নি আচাস্যা,neg
I have no idea,আমার কোন ধারণা নাই,মি্সি ত্খোবাং ঙা,neg
Will you love me?,তুমি কি আমাকে ভালোবাসবে?,নাং ঙা গো হো ল?,pos
The dog is dead,কুকুরটি মারা গেছে,য়া সিই ফাব্যা,neg
Who built that?,ঐটা কে নির্মাণ করেছিলো?,ইচা আসু লেই? লুচা,ntr
Will you kill me?,তুমি কি আমাকে মেরে ফেলবে?,য়াসু সেব্ল ল? হব্যা,neg
It was so noisy.,এটা তাই কোলাহলপূর্ণ ছিল,ইচা কিজু হি্লিরে ক্যক্যছাব,neg
His house is very tall.,তার বাড়ি অনেক লম্বা,ইং এরমা আহ্রি,ntr
Thank you for coming,আসার জন্য আপনাকে ধন্যবাদ,কোগো কিজু কিজুতাংবারে,pos
Did you make it yourself?,তুমি কি এটা নিজে বানিয়েছ?,লোচা ইচা কোমাকো নাং য়াং,ntr
Don't worry.,কোন চিন্তা করো না,ম্ছাগ্যে নাং ওউই,pos
I don't understand,আমি বুঝতে পারছি না।,ঙা ম্নালে,ntr
It was very difficult.,এটা খুব কঠিন ছিল,লিরে খাঃখ্যে ইচা,neg
See you next year,সামনের বছর দেখা হবে,লেমে ন্হক্ মা আ্তুই ক্যামে,ntr
His advice didn't help.,তার পরামর্শ সাহায্য করেনি,য়াসু প্রচা ম্লুলি,neg
Will you kill me?,তুমি কি আমাকে মেরে ফেলবে?,য়াসু ঙাগো সেব্ল হব্যা ল?,neg
I can't stop.,আমি থামতে পারি না,টেংহো ম্টে,pos
I am lost,আমি হারিয়ে গিয়েছি।,ফাব্যা প্তগক ঙা,neg
This is my book,এটা আমার বই,ইচা ঊঃ চা ঙা,ntr
I am trying to sleep.,আমি ঘুমানোর চেষ্টা করছি,ঙা ওইম্কেংরে,ntr
Thank you very much,তোমাকে অনেক ধন্যবাদ,নাক্ আ্মা কো কিজুটাং রে,pos
Have a good time.,একটি ভাল সময় আছে,আকং আখ্যিং হিরে,pos
There are many problems to solve,সমাধান করার জন্য অনেক সমস্যা আছে,আওকং কিজু এর্মা হীরে,neg
I am lost,আমি হারিয়ে গিয়েছি।,ঙা ফাব্যা,neg
I have no idea,আমার কোন ধারণা নাই,ঙা মি্সি ত্খোবাং,neg
Why did you leave?,তুমি কেন ছেড়ে দিলে,নাং আস্যা ফ্রুল,neg
There is nothing wrong with him,তার সাথে কোন ভুল নেই,য়াসুলা ব আম্হা ত্খুবাং মিহি,pos
